LOCAL_IDENTIFIER,CORRUCYSTIC_DENSITY
180,104.10461260662301
181,253.43148063858146
182,159.7881873269157
183,59.73650730050806
184,788.3033332137184
185,134.33540605175074
186,99.10779265907426
187,101.02066044958461
188,199.80759663651688
189,52.63858714461869
190,71.5778383038848
191,208.39856449798032
192,329.2017281263099
193,269.60079955897424
194,88.98943445829963
195,37.68438724488107
196,75.3873059869802
197,70.07186430481097
198,59.82438539348109
199,107.93263226197442
200,165.5316640303165
201,170.30220521880563
202,173.534444598788
203,53.035133370462454
204,0.13647905680552047
205,139.59795791783603
206,158.62659794054386
207,58.16081230865437
208,233.1733614603645
209,120.08185067612217
210,34.53420806959625
211,-4.848636056460874
212,89.9081153649389
213,-37.62801340275011
214,21.48123475473368
215,94.33094679972918
216,297.03013514960054
217,141.75528577498815
218,124.41009531763977
219,171.6885904477294
220,247.70679501749603
221,119.5572493997142
222,127.74826026410926
223,195.5063192036586
224,84.42696866121402
225,301.0099746676735
226,178.7125411865695
227,112.58183313357941
228,226.2342981337363
229,429.94453832026056
230,181.4052470525421
231,356.15453372549433
232,169.83983650576178
233,123.3523372532356
234,178.30155002984907
235,197.6729963179959
236,173.19930686792182
237,-14.386783556970213
238,225.4880583634398
239,174.00693062228692
240,828.4592035770285
241,-13.636683879863915
242,50.05029098621357
243,94.62813458502832
244,68.15763298850618
245,150.2162668135262
246,329.5828924411258
247,317.56137357269193
248,319.59057484351456
249,22.916963842911102
250,115.10183697833283
251,66.44573229254591
252,193.3735424124945
253,137.39478208494242
254,284.776619549293
255,155.7995088901133
256,162.71146587002454
257,-26.01608888223331
258,281.8375565503438
259,300.82974489147665
260,-13.065179941641109
261,94.79825051570207
262,154.74264292799614
263,155.75870019298515
264,59.427502100783805
265,212.53723653894085
266,46.44252865736387
267,135.69508271634416
268,407.65480249955414
269,138.02981841198917
270,39.1298134998143
271,-11.733388434016009
272,140.26608621551264
273,66.13133901767968
274,48.962598237269226
275,73.69127132992637
276,247.16705031362886
277,156.48247836331674
278,8.655378763138291
279,90.42604893037719
280,193.098377646128
281,-6.053942820010406
282,27.70338274252035
283,103.80884229027704
284,138.59543750516565
285,164.0739636877314
286,207.06887824302362
287,241.9783072867749
288,276.6659281612605
289,106.3803782033805
290,64.66996198897621
291,264.90737429260093
292,-15.071026187951766
293,66.33468870610528
294,87.61150232772108
295,15.581837804429677
296,159.38482174986595
297,144.45743720147703
298,327.41561296170005
299,75.87633800985171
300,128.88998336181922
301,98.30162109093965
302,56.719817476265895
303,352.0259722392925
304,39.38511273148643
305,216.99518189748136
306,106.63214662741768
307,49.282204662973356
308,168.95115220954142
309,51.74345781360648
310,102.8616892763904
311,31.719608465302308
312,136.28939679262032
313,166.77272806512505
314,192.88227208314794
315,58.32426944184864
316,202.67821799028363
317,130.97657741407406
318,95.34662533777296
319,179.3572815283731
320,199.49525643393335
321,132.1286417219154
322,188.98562436811014
323,147.84782161029298
324,90.29506921095346
325,-39.87907318542837
326,14.814948836845927
327,175.11010870740145
328,109.47555243970345
329,212.56488138301367
330,120.19013254190318
331,61.18893469298001
332,128.76149184809628
333,117.06205647692659
334,897.8773341579199
335,106.57036403745491
336,52.699551998612165
337,110.88273437557413
338,240.97562777862993
339,112.75205068063232
340,298.83633550015634
341,126.55072739791184
342,97.3174246181078
343,158.85808063207358
344,18.07725695280267
345,31.808361116356696
346,104.85267972872639
347,380.1249508583395
348,306.32352658450435
349,161.99155501419588
350,41.693495147486594
351,52.466066908457925
352,31.129388575459267
353,145.37518832265437
354,16.224660153504363
355,274.449719442911
356,91.02920068463311
357,70.19870306827313
358,213.04631664805785
359,287.4933103276464
360,191.07629416799517
361,308.7905664436222
362,-35.37086937942746
363,233.94024793745564
364,94.75321428078975
365,102.33141301461183
366,125.31330953077935
367,61.225255072530864
368,116.20494322725675
369,131.22020417420222
370,30.36075813195324
371,35.38072776275182
372,183.90771942154555
373,45.73170228383347
374,337.04269777078247
375,8.471140979983707
376,222.48719391376372
377,252.98371339222138
378,67.72325045415934
379,127.17692751462822
380,282.40387004633806
381,276.5832870482437
382,226.60194524432524
383,103.0877683192923
384,38.50204321915954
385,393.77212215865006
386,223.52708092290422
387,129.47793825247663
388,176.1224995864973
389,33.03065192913731
390,145.3631143601864
391,154.4137257391655
392,190.07427504291846
393,398.04925557157344
394,294.2701635971749
395,192.8740113872117
396,-16.226689570435457
397,88.50508079874338
398,110.02136621531676
399,137.36670544342212
400,181.68765457641422
401,127.25173753884589
402,87.07718529895301
403,787.0680969218313
404,292.09064827226996
405,124.15474523244605
406,148.04658142079984
407,138.24805725058945
408,8.770383743640378
409,34.818326931098824
410,297.646930774274
411,6.127550628647213
412,207.73168647101502
413,164.70097447170937
414,15.70186793559384
415,52.09379846899076
416,71.70079273290709
417,-12.558482446325723
418,140.1396786139209
419,164.06397772236235
420,402.8029377694663
421,79.83824000333838
422,153.94387763930277
423,219.79707817784714
424,40.12019438404739
425,151.98995466830945
426,161.7856580871369
427,216.58017756588566
428,330.5061668007632
429,190.0188710016872
430,161.30020455292944
431,90.36860571085695
432,194.48400366899972
433,393.32406841046065
434,133.5547122187317
435,182.93710574594263
436,136.711181321153
437,260.0234931503332
438,6.285473704125501
439,98.81662348393836
440,154.23221051599046
441,254.037545560441
442,21.579263825852482
443,75.94368332847301
444,111.95223000265311
445,292.142686143098
446,103.2055677758518
447,252.528448282
448,163.49970286384664
449,63.289429360596
450,51.10216339957575
451,72.20805437461806
452,-9.612517242704739
453,16.166264188662584
454,88.4077083968842
455,161.68365251845657
456,93.198750699202
457,137.49294817905394
458,-5.663677796365694
459,114.79614653407376
460,96.49247845346858
461,235.12605125700355
462,-4.196287344883657
463,313.6882409727355
464,132.61870594430042
465,146.90140295133247
466,-86.97204584744189
467,180.4857208020546
468,-0.7979776694132732
469,99.74949101792771
470,98.4861018633145
471,179.07332101373993
472,7.518648022785477
473,145.62181766918303
474,-11.786335239205782
475,170.53569995923004
476,38.413335523739114
477,252.8841192342509
478,43.02690567521695
479,19.861656676782694
480,202.06520977994634
481,55.817489938255044
482,47.12538604608941
483,15.555604517444623
484,62.843542150567394
485,97.0768649543258
486,215.73781457911724
487,314.2859752497409
488,99.15583128251093
489,362.3126638173639
490,58.91731541907389
491,85.80512202194662
492,126.53905532949558
493,196.87092271806455
494,194.11062494423592
495,97.37557824555059
496,174.7878599353716
497,175.36384686728823
498,48.77860603900954
499,98.9449044481496
500,112.52415097803933
501,178.97209217185573
502,219.63931712804438
503,17.857115143865386
504,41.71837230432353
505,78.53728108614054
506,108.60299879231233
507,70.86764931369052
508,194.30880706291302
509,93.61208178333285
510,19.211936537810683
511,123.75025009247037
512,244.2340171459639
513,119.40059949068159
514,-5.69494451542775
515,58.61467984646374
516,718.7565504029786
517,143.5931876206965
518,344.04837503945765
519,100.2762464488759
520,280.64772768932517
521,13.091050325641632
522,114.0681441771891
523,295.89070256415954
524,124.3286286525511
525,214.96118353666242
526,58.59267217000246
527,115.69463393938933
528,158.85723938079408
529,328.6285185901371
530,779.366398373863
531,81.85267506416307
532,98.76503066810727
533,61.72468009938734
534,83.83694704867554
535,82.81351942996747
536,190.12648458954075
537,14.307612529824546
538,-21.334593247324644
539,29.213089464560333
540,107.40490473418483
541,94.77484791154203
542,80.4973851507148
543,4.984349512052181
544,69.16587112993413
545,361.25587364808115
546,110.29989608644537
547,138.11515797524643
548,271.7917705433739
549,44.60456096935274
550,35.73686333301717
551,-87.1476307423193
552,146.57175888486427
553,191.45730145141
554,-21.645435088726522
555,101.14573928427781
556,204.4932417663947
557,236.98984604430564
558,200.00577824915945
559,32.422515224803576
560,390.7478591151108
561,105.28866991865755
562,215.32566212579613
563,227.68358326281484
564,170.79772164507048
565,165.6543441943571
566,40.10236160281664
567,160.02153123337
568,72.94325146191603
569,78.12159394216444
570,133.14826985371275
571,838.4180113752909
572,27.266030498846085
573,171.32773011236952
574,266.6910307377412
575,154.53828073803243
576,269.74850102980747
577,250.75082983616315
578,128.70325901060565
579,191.03287695156683
580,253.9709634511051
581,195.32434671466
582,226.12322711528438
583,85.21247160974616
584,142.9523730557226
585,71.47425268778986
586,132.46548275412044
587,165.94110148218226
588,351.15201824505397
589,174.096494921186
590,166.2242365444196
591,10.257395135587515
592,101.17304959143797
593,230.91545464653558
594,142.26723901839307
595,53.89549321392015
596,128.22446961440053
597,88.40869009056907
598,-31.812090819549354
599,59.912201609457
600,37.011745258855115
601,134.39252574040654
602,329.1828910890124
603,70.53805499847199
604,-14.676430013553732
605,32.161852625063055
606,95.09972564005628
607,247.67671890216116
608,37.99453182636245
609,78.60567659453899
610,134.90890845100398
611,204.352185623901
612,148.14637505318578
613,359.22788557612125
614,31.144034024223167
615,63.99501789064851
616,42.56278518717003
617,207.95599403089827
618,142.72438893409483
619,282.5201890679444
620,194.55831149322782
621,118.8586270330209
622,-3.3596279449750397
623,80.98557544685904
624,143.94131993217746
625,121.27832203338366
626,194.55956595098039
627,-0.9064054906748817
628,103.8392658548232
629,28.57923572727917
630,246.86508577116834
631,94.66321487532124
632,119.00018488616057
633,329.5987420574311
634,89.78145704437887
635,22.28282406581648
636,76.23054114437697
637,69.2313843985431
638,139.5957607753451
639,141.57059782750432
640,163.1696370228733
641,186.46021957957353
642,32.61349092657523
643,350.42500566324355
644,171.94315338563916
645,97.35672806165482
646,48.06980263870496
647,903.9878579563131
648,78.89774643573944
649,167.39378264102768
650,161.93290754325437
651,95.70921239570885
652,13.584125576638662
653,73.5276637353765
654,111.73276834590321
655,146.69458531677077
656,10.233702578034833
657,-20.650022197470808
658,111.78981925506636
659,207.26784822079773
660,84.02196472134882
661,137.12692987566527
662,-0.8239262429465197
663,208.6773263390668
664,150.26144211962898
665,148.15726290932196
666,196.12004640156312
667,27.106062396732554
668,115.05582684607305
669,306.56354418016036
670,221.56485243202005
671,217.79415917920065
672,182.54622980342998
673,343.78925357060666
674,399.8521803713893
675,224.11655919221113
676,86.64384872122093
677,278.40295825304673
678,17.34947189462012
679,276.201499573946
680,46.26129273043547
681,74.31208884508267
682,231.44297760530114
683,195.17978663766914
684,76.06557410221153
685,-17.567051111765903
686,354.3126365843348
687,-20.37875425376695
688,36.6960652726947
689,66.83357873591753
690,279.69943687751754
691,334.63694348730564
692,1.3377238241040825
693,50.96616583999945
694,249.66054390641062
695,296.1951882560866
696,67.56191860392785
697,203.75372545519087
698,-14.663362353921384
699,176.85581840917322
700,460.82279137919255
701,252.31304476196388
702,178.20475221532996
703,67.75058752770087
704,195.61107138498184
705,68.7073476148432
706,41.44813389084739
707,46.23511218101001
708,58.9643820023163
709,226.0851309035513
710,10.867809678102539
711,183.9799287871038
712,129.28744576051903
713,69.99452618242674
714,142.805344117692
715,-39.46733210317497
716,21.916058616523056
717,61.06899585998657
718,52.292495147046836
719,-33.54593225472291
720,276.6302515753856
721,79.71586675509903
722,154.74540642336655
723,55.4337471212614
724,88.96657262792401
725,79.5746020384302
726,61.90155352856326
727,166.68319323561215
728,44.41178849538835
729,-24.15807046208808
730,229.37756884213118
731,48.96345567772289
732,167.34602413657464
733,135.4676314321177
734,183.6090242551866
735,226.58228675682665
736,-8.488194191364686
737,55.05553775289547
738,242.97419385730825
739,91.9979396627742
740,9.583651225583058
741,32.136255713122715
742,103.5776617465514
743,182.13400031771656
744,306.3047185462505
745,136.88595302237485
746,17.057628598467677
747,208.79103175583097
748,104.75386695326323
749,63.8648452582662
750,143.7630597137396
751,203.0522951940597
752,97.65166479972129
753,43.57949884926985
754,117.11015189379174
755,165.71682679198946
756,215.38361452734355
757,138.45241560518835
758,127.8145068140596
759,183.70485087448523
760,59.744374763174356
761,701.2314410870671
762,115.10696877202746
763,-2.0437685796505027
764,62.45352181925695
765,82.41192093413387
766,165.13435588975463
767,491.138002358013
768,228.57934004239573
769,22.71208215476077
770,75.79159147898055
771,215.4391864695598
772,214.84803288880784
773,282.1454238221975
774,97.56637060497778
775,40.2490507739773
776,114.76327239040617
777,67.272287894372
778,12.028945486047029
779,411.00549053921213
780,208.3321907602221
781,107.24629658879972
782,83.816111187013
783,85.21925856592495
784,179.3088410084974
785,52.90898537471889
786,110.31333235180993
787,105.72831371131545
788,-4.332449590215358
789,31.269976639198408
790,185.79109423130464
791,319.7028536762849
792,91.52851887715785
793,93.46853887184959
794,9.577962000551436
795,120.52198261792697
796,133.7652004440956
797,61.53599976385092
798,345.4418095915022
799,15.684062753746488
800,150.75526694774126
801,222.7789787173538
802,226.1101629932343
803,331.07720714885266
804,121.78512396344685
805,178.99352188914952
806,346.85989456440046
807,18.7382496646862
808,148.61342359141128
809,292.6216678238942
810,158.44654664322056
811,84.56154454848894
812,332.1515180920309
813,244.01010309385381
814,49.667540527764814
815,272.99295330428583
816,33.931050960620404
817,167.35091431398078
818,93.29605317615092
819,186.86409419082054
820,83.2915232510684
821,57.53866779300225
822,7.999906617256094
823,237.16092106376541
824,97.42593811414037
825,15.701158131204554
826,118.04668165676696
827,156.7156737787654
828,69.29413351207917
829,150.77735073198937
830,719.7345186616475
831,70.19235852665093
832,333.1521682290247
833,199.9893620963739
834,150.39212841732873
835,67.16409576048449
836,177.5176640097441
837,81.41589720890322
838,448.81080822650085
839,83.69022366148523
840,97.58590383843027
841,191.69055251721372
842,197.8972197953347
843,221.66062557498182
844,113.07373200237825
845,231.09979203342857
846,57.06048791467791
847,228.93420334405755
848,41.3013240277119
849,367.1545125420993
850,76.33792372637679
851,133.24142169383194
852,257.8511799360962
853,169.0300019946037
854,92.65726423198132
855,118.22774571292436
856,98.3926961744692
857,325.90300203032865
858,163.42315580042677
859,61.55216908047351
860,160.92567576751378
861,178.81340996757166
862,23.055863353823234
863,222.19813706074424
864,118.99155134557601
865,-31.74506048780316
866,83.67075738880413
867,52.76834492784789
868,275.72187266688394
869,87.32054201469181
870,88.5090697869456
871,36.80628871039882
872,352.9932622962511
873,158.3121601673378
874,39.34942021936466
875,173.83291722751287
876,-48.82558385065005
877,145.4913072396189
878,1.289410917390585
879,250.27664519849512
880,72.198258011717
881,55.399233974558484
882,63.555619190267656
883,95.7433770708325
884,97.33422685715156
885,340.02534368223826
886,59.58875899965197
887,146.32226669059105
888,138.09773472092496
889,202.65772178888614
890,94.15690393116185
891,3.0171450242904156
892,154.6441236472211
893,21.575144706935294
894,246.46337333750174
895,42.300906187672894
896,289.56492669643217
897,151.2349891036763
898,53.098072926529944
899,58.815301984065215
900,188.9297549896289
901,21.78505999097254
902,204.44209832546701
903,104.16006860848364
904,68.58485759246784
905,106.78468817722603
906,135.69253570442385
907,60.62737914774733
908,74.12681565637688
909,527.1929446121178
910,164.60252599783502
911,149.562734830279
912,-25.162109821605625
913,108.8089634619984
914,58.25029879621831
915,75.696226529711
916,13.921607253517397
917,259.6393629880769
918,54.39848264085607
919,60.24364428121609
920,216.75781770766477
921,227.26437767246404
922,-13.577362490863553
923,66.09402129152913
924,110.7157111560812
925,52.862667509132265
926,324.8792982817493
927,342.9140525884104
928,78.69248196038353
929,216.7420088150792
930,133.67076569994083
931,56.34263625750383
932,257.4751821448072
933,154.10068793450566
934,11.938930705072945
935,128.94666403287394
936,119.18221659778943
937,142.0240231054113
938,283.09301531245677
939,60.15306777338316
940,122.81833793826992
941,174.69982013504762
942,53.58847871579789
943,227.39448857383894
944,244.4700265019712
945,147.99478248531983
946,814.1690274118783
947,37.55953959652047
948,88.68357991469445
949,153.02191619683447
950,126.78004243649646
951,118.77959851999083
952,177.4160369285429
953,89.87752708227531
954,250.217190819763
955,55.5283962102189
956,-26.79955770982459
957,124.24979038911624
958,38.077958259248035
959,124.52354091001408
960,314.1755439578575
961,119.08950976039002
962,365.82032803926637
963,487.972728777675
964,-23.987951255507284
965,316.07594572830715
966,235.61995939508893
967,-16.32997883167367
968,203.76745567130467
969,56.72846223565149
970,362.53322064213796
971,-44.140430310718905
972,156.54733437045732
973,33.44109263102252
974,-27.22477461532495
975,164.08668204388
976,175.40584168906747
977,99.37312402199115
978,13.039406475935738
979,113.04338950242887
980,149.60816388423427
981,53.29424235549644
982,268.07797001761014
983,121.50434498946954
984,146.62395725769883
985,52.408307475169515
986,175.45840072154738
987,122.89664299487613
988,237.25085134455807
989,168.10451407596545
990,81.54397659210045
991,156.84694717154363
992,154.09317080615804
993,242.20732002824968
994,50.4469762001253
995,111.41395437821005
996,133.61793585145043
997,-12.16004985443947
998,64.76635257699857
999,-6.4617592265990496
1000,227.20807501149628
1001,305.79639801064775
1002,40.37324165731007
1003,55.10361546408579
1004,317.74598168046174
1005,324.6734911368862
1006,83.34265348003993
1007,144.95482217219194
1008,38.798025989170824
1009,171.93337420699956
1010,161.4812796146009
1011,122.24761667724214
1012,-5.902641373350538
1013,124.45883094687397
1014,257.18154912284706
1015,51.08602901920682
1016,252.3354729413188
1017,105.99748558267483
1018,18.44674595212785
1019,273.7423572077294
1020,123.250566850556
1021,70.68829572450683
1022,55.358575494736044
1023,150.12085501080387
1024,266.28718062678666
1025,3.0687430455745153
1026,100.31273322148998
1027,174.04534210477976
1028,24.05418525618891
1029,217.52735016787992
1030,360.68978174546004
1031,124.14401872680982
1032,54.79105357771774
1033,289.85721217872805
1034,233.22044306223682
1035,218.19525005823257
1036,78.91628048337765
1037,171.09927988521468
1038,254.79379433087828
1039,58.041927502333486
1040,444.3970917069263
1041,70.22840018449517
1042,167.53758978476358
1043,261.19704618243776
1044,112.29383976211618
1045,45.95494811790913
1046,-20.391645918123217
1047,271.54387016539897
1048,96.20344023967239
1049,221.9748121069938
1050,-4.9484163195582935
1051,81.75858000423577
1052,17.17076499848255
1053,46.43226672244796
1054,68.73942907231167
1055,37.930132014703524
1056,114.16832453104384
1057,115.30217732816857
1058,56.565157326731025
1059,216.5275983778305
1060,-55.64709020611771
1061,87.02548877726414
1062,165.04627797223526
1063,22.19865642627075
1064,218.85237786949594
1065,202.10403424933497
1066,273.2267328582743
1067,29.056996512614564
1068,464.7634818924634
1069,340.67042471655253
1070,254.25683366202173
1071,118.9543842199786
1072,31.952046158154793
1073,122.37003691354553
1074,184.02989242437218
1075,166.07946002578012
1076,26.806031056397416
1077,57.27376777458662
1078,148.44428496731433
1079,183.73349171223157
1080,100.71880133437728
1081,58.99329558095283
1082,10.09202920878617
1083,-48.69685538345078
1084,90.07371821778668
1085,295.04886404642303
1086,178.5968564337965
1087,267.4932742095244
1088,128.82219627900895
1089,28.600295821536253
1090,90.68438822052158
1091,229.53744368562943
1092,453.9910164018776
1093,124.40600177562322
1094,33.589438343812866
1095,278.0874087009706
1096,65.6145148901744
1097,40.173994778964826
1098,94.99997781763489
1099,63.030329150644434
1100,143.44400562115032
1101,6.200165692029767
1102,163.9393744711793
1103,295.93151335453814
1104,15.691245509650898
1105,225.37340935600392
1106,143.18474158015505
1107,44.03816886482516
1108,115.230256161618
1109,102.37939746619479
1110,253.16029113834298
1111,185.5996180490347
1112,169.2977471850521
1113,101.29830211937147
1114,33.46073029766147
1115,354.8064341894696
1116,162.55063298253032
1117,188.40768745387297
1118,113.60884150184816
1119,169.08030080901037
1120,224.25460331416897
1121,32.51807293772142
1122,153.8342324210411
1123,21.796367500580462
1124,170.41394515322065
1125,199.05034927408323
1126,63.58651410106993
1127,63.24472355161212
1128,148.01100955832544
1129,258.443613523645
1130,77.62608410465337
1131,292.9415819550218
1132,72.13813073047994
1133,342.8098642547333
1134,367.14400423674186
1135,539.3870850895183
1136,205.2935972738717
1137,67.12362031764677
1138,29.407732033302583
1139,150.5658476873394
1140,42.09414658038882
1141,142.6606974187567
1142,132.0217699474336
1143,-8.876807705739163
1144,64.9685656733386
1145,251.72140488423184
1146,143.07535989129767
1147,167.14660741811548
1148,334.63965595145663
1149,39.20559876546675
1150,50.80149166573458
1151,84.76372532358916
1152,364.2104420121057
1153,137.26724960197316
1154,347.05137969640344
1155,184.8714267335358
1156,221.95643351472955
1157,201.36245868665793
1158,204.1508759392355
1159,125.57411018632858
1160,142.21382255447358
1161,70.10128735502558
1162,453.25212261926106
1163,100.06221678737795
1164,211.14946780896668
1165,984.8152552411863
1166,50.19264021593226
1167,90.64786357020115
1168,287.9158390313713
1169,158.98229649286029
1170,332.80771381405486
1171,342.9519758023735
1172,163.27756583159066
1173,182.49050795465826
1174,260.7002514092788
1175,184.28314803022326
1176,144.29540158880695
1177,49.10776392439519
1178,-12.990502167306184
1179,72.98468992128151
1180,284.6494100377454
1181,117.15085636372092
1182,46.40080760913561
1183,134.04894388281235
1184,133.89326409823
1185,43.19167150029649
1186,68.79692465310654
1187,91.24483510865073
1188,162.84636579497962
1189,79.6560269585226
1190,140.85060991475686
1191,257.5537779582977
1192,100.0817795627151
1193,117.66188863918488
1194,284.86316439839067
1195,205.92645745165916
1196,197.49735245612027
1197,129.3902025946743
1198,104.06589438790556
1199,148.2324118375669
1200,158.42668012637128
1201,349.76292101207406
1202,86.91175142703588
1203,65.88892033185297
1204,145.55531018885426
1205,56.001365346059224
1206,153.05815844361507
1207,281.0145963313364
1208,113.11653531598445
1209,155.69135903516442
1210,161.2909900956763
1211,86.13954924017455
1212,80.28663059646725
1213,231.05461793997293
1214,307.0020092001705
1215,328.8097912162477
1216,68.90704813457045
1217,190.26143938497714
1218,90.8497672955919
1219,230.7609625689092
1220,330.2664650496068
1221,91.22678743281486
1222,135.2076151771361
1223,148.48015481173923
1224,262.3294084229403
1225,-6.323708129848157
1226,104.521985515305
1227,72.49112598833752
1228,406.50217648828135
1229,275.02264717324647
1230,144.56879758961972
1231,187.53158407262444
1232,327.76810209509046
1233,420.9429503677867
1234,288.4618631860184
1235,100.85802910010473
1236,315.448052487641
1237,172.98692033972372
1238,67.93334959164345
1239,92.86062406079236
1240,161.0691093543603
1241,138.1961871366209
1242,92.6659009440951
1243,41.92538630291638
1244,218.51111839502562
1245,137.9637561656079
1246,192.0190505459924
1247,54.29975240653724
1248,308.1777582422264
1249,107.52283897263626
1250,63.70483639098719
1251,152.10369693622684
1252,118.6220786421629
1253,30.85388733900354
1254,232.31409692791573
1255,125.8505878434967
1256,134.05295595981073
1257,100.33557788439035
1258,183.016554415573
1259,44.59996538368666
1260,36.75571837579931
1261,23.144471120967935
1262,161.89930667883237
1263,46.06503455673401
1264,81.15863420182338
1265,197.24004179684366
1266,288.20639234265246
1267,75.98517818783328
1268,313.2597672939754
1269,264.96018954480394
1270,274.3595360577129
1271,42.07937844076734
1272,235.05532875861294
1273,59.098568374397644
1274,227.99476959993476
1275,187.24273095601646
1276,118.4985042801632
1277,147.70149344913906
1278,132.72900688364155
1279,278.7126689898386
1280,296.7989277476852
1281,8.364025261774426
1282,142.6110603855402
1283,220.3735123007408
1284,28.18762505876382
1285,134.79311459458026
1286,70.4721210904629
1287,253.65853602318944
1288,25.153602670851505
1289,51.622829041085765
1290,167.37722096259384
1291,53.31582605416284
1292,24.955259168962616
1293,443.38150589916097
1294,292.7245264069746
1295,153.88935904892338
1296,325.1590166997385
1297,2.9949342158636303
1298,143.26055012818546
1299,46.18264277078244
1300,213.84872997621255
1301,108.27817093878473
1302,226.21331597051153
1303,320.38363570250215
1304,105.76468319793854
1305,118.87632780608423
1306,59.378275876900766
1307,3.2088906443655114
1308,161.86902962097514
1309,11.895914868079311
1310,194.75432717596263
1311,31.238978611396796
1312,-7.011238844240736
1313,36.39824308116032
1314,82.8213211873415
1315,279.8614693276974
1316,95.28553844260124
1317,89.59209412648505
1318,160.51258736357303
1319,131.83286371108093
1320,169.92472479243898
1321,239.1625950194234
1322,108.54391171567785
1323,162.13170219737842
1324,170.65735048606967
1325,270.67814962091
1326,519.885970456679
1327,-6.933117659002078
1328,262.07676350716224
1329,-44.78659141140851
1330,274.5451068087361
1331,84.87339911647358
1332,115.37399886632846
1333,146.95225367084362
1334,290.5590122922294
1335,60.94065448058596
1336,264.59977627233604
1337,185.0756885196179
1338,329.0772533149082
1339,45.09976485488624
1340,56.62376623647945
1341,68.56497109867239
1342,140.35822821960178
1343,84.27095804365473
1344,92.6887906462085
1345,277.9789352036889
1346,63.00370582073683
1347,48.277150320338855
1348,308.4155596324489
1349,157.23808376577256
1350,339.79975857518593
1351,342.4196981904229
1352,151.9571229861966
1353,122.73585584874589
